annee_scolaire;Ordre_CRE;Nom_CRE;Niveau_scolaire;Sexe;Effectif_eleves
2021/2022;6;Zaghouan;2ème année secondaire Technologie informatique;Masculin;96
2021/2022;6;Zaghouan;2ème année secondaire Economie et services;Masculin;264
2021/2022;6;Zaghouan;2ème année secondaire Sport;Masculin;8
2021/2022;6;Zaghouan;3ème année secondaire Lettres;Masculin;66
2021/2022;6;Zaghouan;3ème année secondaire Mathématiques;Masculin;36
2021/2022;6;Zaghouan;3ème année secondaire Sc. Expérimentales;Masculin;43
2021/2022;6;Zaghouan;3ème année secondaire Sc.Techniques;Masculin;163
2021/2022;6;Zaghouan;3ème année secondaire Sc.Informatique;Masculin;34
2021/2022;6;Zaghouan;3ème année secondaire Economie et Gestion;Masculin;286
2021/2022;6;Zaghouan;3ème année secondaire Sport ;Masculin;18
2021/2022;6;Zaghouan;4ème année secondaire Lettres;Masculin;85
2021/2022;6;Zaghouan;4ème année secondaire Mathématiques;Masculin;26
2021/2022;6;Zaghouan;4ème année secondaire Sc. Expérimentales;Masculin;57
2021/2022;6;Zaghouan;4ème année secondaire Sc.Techniques;Masculin;197
2021/2022;6;Zaghouan;4ème année secondaire Sc.Informatique;Masculin;22
2021/2022;6;Zaghouan;4ème année secondaire Economie et Gestion;Masculin;183
2021/2022;6;Zaghouan;4ème année secondaire Sport ;Masculin;23
2021/2022;7;Bizerte;7ème année de base;Masculin;6072
2021/2022;7;Bizerte;8ème année de base;Masculin;4212
2021/2022;7;Bizerte;9ème année de base;Masculin;3255
2021/2022;7;Bizerte;1ère année secondaire Tronc commun;Masculin;3333
2021/2022;7;Bizerte;1ère année secondaire Sport;Masculin;16
2021/2022;7;Bizerte;2ème année secondaire Lettres;Masculin;174
2021/2022;7;Bizerte;2ème année secondaire Sciences;Masculin;695
2021/2022;7;Bizerte;2ème année secondaire Technologie informatique;Masculin;545
2021/2022;7;Bizerte;2ème année secondaire Economie et services;Masculin;875
2021/2022;7;Bizerte;2ème année secondaire Sport;Masculin;17
2021/2022;7;Bizerte;3ème année secondaire Lettres;Masculin;147
2021/2022;7;Bizerte;3ème année secondaire Mathématiques;Masculin;159
2021/2022;7;Bizerte;3ème année secondaire Sc. Expérimentales;Masculin;155
2021/2022;7;Bizerte;3ème année secondaire Sc.Techniques;Masculin;401
2021/2022;7;Bizerte;3ème année secondaire Sc.Informatique;Masculin;296
2021/2022;7;Bizerte;3ème année secondaire Economie et Gestion;Masculin;834
2021/2022;7;Bizerte;3ème année secondaire Sport ;Masculin;26
2021/2022;7;Bizerte;4ème année secondaire Lettres;Masculin;213
2021/2022;7;Bizerte;4ème année secondaire Mathématiques;Masculin;178
2021/2022;7;Bizerte;4ème année secondaire Sc. Expérimentales;Masculin;214
2021/2022;7;Bizerte;4ème année secondaire Sc.Techniques;Masculin;510
2021/2022;7;Bizerte;4ème année secondaire Sc.Informatique;Masculin;233
2021/2022;7;Bizerte;4ème année secondaire Economie et Gestion;Masculin;654
2021/2022;7;Bizerte;4ème année secondaire Sport ;Masculin;41
2021/2022;8;Béja;7ème année de base;Masculin;3120
2021/2022;8;Béja;8ème année de base;Masculin;2170
2021/2022;8;Béja;9ème année de base;Masculin;1920
2021/2022;8;Béja;1ère année secondaire Tronc commun;Masculin;1736
2021/2022;8;Béja;1ère année secondaire Sport;Masculin;64
2021/2022;8;Béja;2ème année secondaire Lettres;Masculin;141
2021/2022;8;Béja;2ème année secondaire Sciences;Masculin;417
2021/2022;8;Béja;2ème année secondaire Technologie informatique;Masculin;147
2021/2022;8;Béja;2ème année secondaire Economie et services;Masculin;439
2021/2022;8;Béja;2ème année secondaire Sport;Masculin;33
2021/2022;8;Béja;3ème année secondaire Lettres;Masculin;102
2021/2022;8;Béja;3ème année secondaire Mathématiques;Masculin;63
2021/2022;8;Béja;3ème année secondaire Sc. Expérimentales;Masculin;70
2021/2022;8;Béja;3ème année secondaire Sc.Techniques;Masculin;252
2021/2022;8;Béja;3ème année secondaire Sc.Informatique;Masculin;94
2021/2022;8;Béja;3ème année secondaire Economie et Gestion;Masculin;398
2021/2022;8;Béja;3ème année secondaire Sport ;Masculin;31
2021/2022;8;Béja;4ème année secondaire Lettres;Masculin;140
2021/2022;8;Béja;4ème année secondaire Mathématiques;Masculin;62
2021/2022;8;Béja;4ème année secondaire Sc. Expérimentales;Masculin;103
2021/2022;8;Béja;4ème année secondaire Sc.Techniques;Masculin;322
2021/2022;8;Béja;4ème année secondaire Sc.Informatique;Masculin;103
2021/2022;8;Béja;4ème année secondaire Economie et Gestion;Masculin;431
2021/2022;8;Béja;4ème année secondaire Sport ;Masculin;50
2021/2022;9;Jendouba;7ème année de base;Masculin;4087
2021/2022;9;Jendouba;8ème année de base;Masculin;2867
2021/2022;9;Jendouba;9ème année de base;Masculin;2310
2021/2022;9;Jendouba;1ère année secondaire Tronc commun;Masculin;2361
2021/2022;9;Jendouba;1ère année secondaire Sport;Masculin;29
2021/2022;9;Jendouba;2ème année secondaire Lettres;Masculin;271
2021/2022;9;Jendouba;2ème année secondaire Sciences;Masculin;379
2021/2022;9;Jendouba;2ème année secondaire Technologie informatique;Masculin;298
2021/2022;9;Jendouba;2ème année secondaire Economie et services;Masculin;545
2021/2022;9;Jendouba;2ème année secondaire Sport;Masculin;25
2021/2022;9;Jendouba;3ème année secondaire Lettres;Masculin;224
2021/2022;9;Jendouba;3ème année secondaire Mathématiques;Masculin;82
2021/2022;9;Jendouba;3ème année secondaire Sc. Expérimentales;Masculin;88
2021/2022;9;Jendouba;3ème année secondaire Sc.Techniques;Masculin;254
2021/2022;9;Jendouba;3ème année secondaire Sc.Informatique;Masculin;127
2021/2022;9;Jendouba;3ème année secondaire Economie et Gestion;Masculin;418
2021/2022;9;Jendouba;3ème année secondaire Sport ;Masculin;20
2021/2022;9;Jendouba;4ème année secondaire Lettres;Masculin;280
2021/2022;9;Jendouba;4ème année secondaire Mathématiques;Masculin;58
2021/2022;9;Jendouba;4ème année secondaire Sc. Expérimentales;Masculin;154
2021/2022;9;Jendouba;4ème année secondaire Sc.Techniques;Masculin;319
2021/2022;9;Jendouba;4ème année secondaire Sc.Informatique;Masculin;147
2021/2022;9;Jendouba;4ème année secondaire Economie et Gestion;Masculin;502
2021/2022;9;Jendouba;4ème année secondaire Sport ;Masculin;41
2021/2022;10;Siliana;7ème année de base;Masculin;2444
2021/2022;10;Siliana;8ème année de base;Masculin;1638
2021/2022;10;Siliana;9ème année de base;Masculin;1386
2021/2022;10;Siliana;1ère année secondaire Tronc commun;Masculin;1336
2021/2022;10;Siliana;1ère année secondaire Sport;Masculin;16
2021/2022;10;Siliana;2ème année secondaire Lettres;Masculin;184
2021/2022;10;Siliana;2ème année secondaire Sciences;Masculin;301
2021/2022;10;Siliana;2ème année secondaire Technologie informatique;Masculin;103
2021/2022;10;Siliana;2ème année secondaire Economie et services;Masculin;266
2021/2022;10;Siliana;2ème année secondaire Sport;Masculin;11
2021/2022;10;Siliana;3ème année secondaire Lettres;Masculin;159
2021/2022;10;Siliana;3ème année secondaire Mathématiques;Masculin;41
2021/2022;10;Siliana;3ème année secondaire Sc. Expérimentales;Masculin;54
2021/2022;10;Siliana;3ème année secondaire Sc.Techniques;Masculin;206
2021/2022;10;Siliana;3ème année secondaire Sc.Informatique;Masculin;51
2021/2022;10;Siliana;3ème année secondaire Economie et Gestion;Masculin;245
2021/2022;10;Siliana;3ème année secondaire Sport ;Masculin;11
2021/2022;10;Siliana;4ème année secondaire Lettres;Masculin;202
2021/2022;10;Siliana;4ème année secondaire Mathématiques;Masculin;52
2021/2022;10;Siliana;4ème année secondaire Sc. Expérimentales;Masculin;87
2021/2022;10;Siliana;4ème année secondaire Sc.Techniques;Masculin;225
2021/2022;10;Siliana;4ème année secondaire Sc.Informatique;Masculin;53
2021/2022;10;Siliana;4ème année secondaire Economie et Gestion;Masculin;245
2021/2022;10;Siliana;4ème année secondaire Sport ;Masculin;22
2021/2022;11;Le Kef;7ème année de base;Masculin;2136
2021/2022;11;Le Kef;8ème année de base;Masculin;1748
2021/2022;11;Le Kef;9ème année de base;Masculin;1487
2021/2022;11;Le Kef;1ère année secondaire Tronc commun;Masculin;1524
2021/2022;11;Le Kef;1ère année secondaire Sport;Masculin;25
2021/2022;11;Le Kef;2ème année secondaire Lettres;Masculin;238
2021/2022;11;Le Kef;2ème année secondaire Sciences;Masculin;390
2021/2022;11;Le Kef;2ème année secondaire Technologie informatique;Masculin;84
2021/2022;11;Le Kef;2ème année secondaire Economie et services;Masculin;298
2021/2022;11;Le Kef;2ème année secondaire Sport;Masculin;17
2021/2022;11;Le Kef;3ème année secondaire Lettres;Masculin;189
2021/2022;11;Le Kef;3ème année secondaire Mathématiques;Masculin;45
2021/2022;11;Le Kef;3ème année secondaire Sc. Expérimentales;Masculin;103
2021/2022;11;Le Kef;3ème année secondaire Sc.Techniques;Masculin;269
2021/2022;11;Le Kef;3ème année secondaire Sc.Informatique;Masculin;25
2021/2022;11;Le Kef;3ème année secondaire Economie et Gestion;Masculin;258
2021/2022;11;Le Kef;3ème année secondaire Sport ;Masculin;14
2021/2022;11;Le Kef;4ème année secondaire Lettres;Masculin;234
2021/2022;11;Le Kef;4ème année secondaire Mathématiques;Masculin;42
2021/2022;11;Le Kef;4ème année secondaire Sc. Expérimentales;Masculin;130
2021/2022;11;Le Kef;4ème année secondaire Sc.Techniques;Masculin;312
2021/2022;11;Le Kef;4ème année secondaire Sc.Informatique;Masculin;63
2021/2022;11;Le Kef;4ème année secondaire Economie et Gestion;Masculin;232
2021/2022;11;Le Kef;4ème année secondaire Sport ;Masculin;22
2021/2022;12;Kasserine;7ème année de base;Masculin;5135
2021/2022;12;Kasserine;8ème année de base;Masculin;3316
2021/2022;12;Kasserine;9ème année de base;Masculin;2715
2021/2022;12;Kasserine;1ère année secondaire Tronc commun;Masculin;2499
2021/2022;12;Kasserine;1ère année secondaire Sport;Masculin;39
2021/2022;12;Kasserine;2ème année secondaire Lettres;Masculin;334
2021/2022;12;Kasserine;2ème année secondaire Sciences;Masculin;627
2021/2022;12;Kasserine;2ème année secondaire Technologie informatique;Masculin;185
2021/2022;12;Kasserine;2ème année secondaire Economie et services;Masculin;302
2021/2022;12;Kasserine;2ème année secondaire Sport;Masculin;33
2021/2022;12;Kasserine;3ème année secondaire Lettres;Masculin;293
2021/2022;12;Kasserine;3ème année secondaire Mathématiques;Masculin;67
2021/2022;12;Kasserine;3ème année secondaire Sc. Expérimentales;Masculin;218
2021/2022;12;Kasserine;3ème année secondaire Sc.Techniques;Masculin;230
2021/2022;12;Kasserine;3ème année secondaire Sc.Informatique;Masculin;102
2021/2022;12;Kasserine;3ème année secondaire Economie et Gestion;Masculin;329
2021/2022;12;Kasserine;3ème année secondaire Sport ;Masculin;26
2021/2022;12;Kasserine;4ème année secondaire Lettres;Masculin;360
2021/2022;12;Kasserine;4ème année secondaire Mathématiques;Masculin;70
2021/2022;12;Kasserine;4ème année secondaire Sc. Expérimentales;Masculin;231
2021/2022;12;Kasserine;4ème année secondaire Sc.Techniques;Masculin;235
2021/2022;12;Kasserine;4ème année secondaire Sc.Informatique;Masculin;96
2021/2022;12;Kasserine;4ème année secondaire Economie et Gestion;Masculin;367
2021/2022;12;Kasserine;4ème année secondaire Sport ;Masculin;48
2021/2022;13;Sidi Bouzid;7ème année de base;Masculin;4903
2021/2022;13;Sidi Bouzid;8ème année de base;Masculin;3326
2021/2022;13;Sidi Bouzid;9ème année de base;Masculin;2604
2021/2022;13;Sidi Bouzid;1ère année secondaire Tronc commun;Masculin;2330
2021/2022;13;Sidi Bouzid;1ère année secondaire Sport;Masculin;28
2021/2022;13;Sidi Bouzid;2ème année secondaire Lettres;Masculin;306
2021/2022;13;Sidi Bouzid;2ème année secondaire Sciences;Masculin;551
2021/2022;13;Sidi Bouzid;2ème année secondaire Technologie informatique;Masculin;230
2021/2022;13;Sidi Bouzid;2ème année secondaire Economie et services;Masculin;434
2021/2022;13;Sidi Bouzid;2ème année secondaire Sport;Masculin;40
2021/2022;13;Sidi Bouzid;3ème année secondaire Lettres;Masculin;270
2021/2022;13;Sidi Bouzid;3ème année secondaire Mathématiques;Masculin;55
2021/2022;13;Sidi Bouzid;3ème année secondaire Sc. Expérimentales;Masculin;146
2021/2022;13;Sidi Bouzid;3ème année secondaire Sc.Techniques;Masculin;402
2021/2022;13;Sidi Bouzid;3ème année secondaire Sc.Informatique;Masculin;83
2021/2022;13;Sidi Bouzid;3ème année secondaire Economie et Gestion;Masculin;409
2021/2022;13;Sidi Bouzid;3ème année secondaire Sport ;Masculin;26
2021/2022;13;Sidi Bouzid;4ème année secondaire Lettres;Masculin;338
2021/2022;13;Sidi Bouzid;4ème année secondaire Mathématiques;Masculin;23
2021/2022;13;Sidi Bouzid;4ème année secondaire Sc. Expérimentales;Masculin;184
2021/2022;13;Sidi Bouzid;4ème année secondaire Sc.Techniques;Masculin;377
2021/2022;13;Sidi Bouzid;4ème année secondaire Sc.Informatique;Masculin;68
2021/2022;13;Sidi Bouzid;4ème année secondaire Economie et Gestion;Masculin;360
2021/2022;13;Sidi Bouzid;4ème année secondaire Sport ;Masculin;60
2021/2022;14;Gafsa;7ème année de base;Masculin;3766
2021/2022;14;Gafsa;8ème année de base;Masculin;2754
2021/2022;14;Gafsa;9ème année de base;Masculin;2234
2021/2022;14;Gafsa;1ère année secondaire Tronc commun;Masculin;1985
2021/2022;14;Gafsa;1ère année secondaire Sport;Masculin;50
2021/2022;14;Gafsa;2ème année secondaire Lettres;Masculin;376
2021/2022;14;Gafsa;2ème année secondaire Sciences;Masculin;549
2021/2022;14;Gafsa;2ème année secondaire Technologie informatique;Masculin;327
2021/2022;14;Gafsa;2ème année secondaire Economie et services;Masculin;230
2021/2022;14;Gafsa;2ème année secondaire Sport;Masculin;35
2021/2022;14;Gafsa;3ème année secondaire Lettres;Masculin;276
2021/2022;14;Gafsa;3ème année secondaire Mathématiques;Masculin;73
2021/2022;14;Gafsa;3ème année secondaire Sc. Expérimentales;Masculin;255
2021/2022;14;Gafsa;3ème année secondaire Sc.Techniques;Masculin;290
2021/2022;14;Gafsa;3ème année secondaire Sc.Informatique;Masculin;145
2021/2022;14;Gafsa;3ème année secondaire Economie et Gestion;Masculin;215
2021/2022;14;Gafsa;3ème année secondaire Sport ;Masculin;34
2021/2022;14;Gafsa;4ème année secondaire Lettres;Masculin;386
2021/2022;14;Gafsa;4ème année secondaire Mathématiques;Masculin;77
2021/2022;14;Gafsa;4ème année secondaire Sc. Expérimentales;Masculin;284
2021/2022;14;Gafsa;4ème année secondaire Sc.Techniques;Masculin;308
2021/2022;14;Gafsa;4ème année secondaire Sc.Informatique;Masculin;141
2021/2022;14;Gafsa;4ème année secondaire Economie et Gestion;Masculin;152
2021/2022;14;Gafsa;4ème année secondaire Sport ;Masculin;46
2021/2022;15;Tozeur;7ème année de base;Masculin;1298
2021/2022;15;Tozeur;8ème année de base;Masculin;864
2021/2022;15;Tozeur;9ème année de base;Masculin;676
2021/2022;15;Tozeur;1ère année secondaire Tronc commun;Masculin;628
2021/2022;15;Tozeur;1ère année secondaire Sport;Masculin;29
2021/2022;15;Tozeur;2ème année secondaire Lettres;Masculin;37
2021/2022;15;Tozeur;2ème année secondaire Sciences;Masculin;227
2021/2022;15;Tozeur;2ème année secondaire Technologie informatique;Masculin;62
2021/2022;15;Tozeur;2ème année secondaire Economie et services;Masculin;103
2021/2022;15;Tozeur;2ème année secondaire Sport;Masculin;19
2021/2022;15;Tozeur;3ème année secondaire Lettres;Masculin;51
2021/2022;15;Tozeur;3ème année secondaire Mathématiques;Masculin;19
2021/2022;15;Tozeur;3ème année secondaire Sc. Expérimentales;Masculin;46
2021/2022;15;Tozeur;3ème année secondaire Sc.Techniques;Masculin;108
2021/2022;15;Tozeur;3ème année secondaire Sc.Informatique;Masculin;34
2021/2022;15;Tozeur;3ème année secondaire Economie et Gestion;Masculin;108
2021/2022;15;Tozeur;3ème année secondaire Sport ;Masculin;19
2021/2022;15;Tozeur;4ème année secondaire Lettres;Masculin;48
2021/2022;15;Tozeur;4ème année secondaire Mathématiques;Masculin;19
2021/2022;15;Tozeur;4ème année secondaire Sc. Expérimentales;Masculin;53
2021/2022;15;Tozeur;4ème année secondaire Sc.Techniques;Masculin;168
2021/2022;15;Tozeur;4ème année secondaire Sc.Informatique;Masculin;43
2021/2022;15;Tozeur;4ème année secondaire Economie et Gestion;Masculin;61
2021/2022;15;Tozeur;4ème année secondaire Sport ;Masculin;30
2021/2022;16;Kébili;7ème année de base;Masculin;2065
2021/2022;16;Kébili;8ème année de base;Masculin;1307
2021/2022;16;Kébili;9ème année de base;Masculin;1002
2021/2022;16;Kébili;1ère année secondaire Tronc commun;Masculin;818
2021/2022;16;Kébili;1ère année secondaire Sport;Masculin;36
2021/2022;16;Kébili;2ème année secondaire Lettres;Masculin;51
2021/2022;16;Kébili;2ème année secondaire Sciences;Masculin;267
2021/2022;16;Kébili;2ème année secondaire Technologie informatique;Masculin;87
2021/2022;16;Kébili;2ème année secondaire Economie et services;Masculin;165
2021/2022;16;Kébili;2ème année secondaire Sport;Masculin;23
2021/2022;16;Kébili;3ème année secondaire Lettres;Masculin;52
2021/2022;16;Kébili;3ème année secondaire Mathématiques;Masculin;21
2021/2022;16;Kébili;3ème année secondaire Sc. Expérimentales;Masculin;58
2021/2022;16;Kébili;3ème année secondaire Sc.Techniques;Masculin;132
2021/2022;16;Kébili;3ème année secondaire Sc.Informatique;Masculin;51
2021/2022;16;Kébili;3ème année secondaire Economie et Gestion;Masculin;148
2021/2022;16;Kébili;3ème année secondaire Sport ;Masculin;18
2021/2022;16;Kébili;4ème année secondaire Lettres;Masculin;70
2021/2022;16;Kébili;4ème année secondaire Mathématiques;Masculin;27
2021/2022;16;Kébili;4ème année secondaire Sc. Expérimentales;Masculin;91
2021/2022;16;Kébili;4ème année secondaire Sc.Techniques;Masculin;114
2021/2022;16;Kébili;4ème année secondaire Sc.Informatique;Masculin;30
2021/2022;16;Kébili;4ème année secondaire Economie et Gestion;Masculin;121
2021/2022;16;Kébili;4ème année secondaire Sport ;Masculin;25
2021/2022;17;Tataouine;7ème année de base;Masculin;1787
2021/2022;17;Tataouine;8ème année de base;Masculin;1120
2021/2022;17;Tataouine;9ème année de base;Masculin;854
2021/2022;17;Tataouine;1ère année secondaire Tronc commun;Masculin;669
2021/2022;17;Tataouine;1ère année secondaire Sport;Masculin;8
2021/2022;17;Tataouine;2ème année secondaire Lettres;Masculin;28
2021/2022;17;Tataouine;2ème année secondaire Sciences;Masculin;149
2021/2022;17;Tataouine;2ème année secondaire Technologie informatique;Masculin;97
2021/2022;17;Tataouine;2ème année secondaire Economie et services;Masculin;151
2021/2022;17;Tataouine;2ème année secondaire Sport;Masculin;0
2021/2022;17;Tataouine;3ème année secondaire Lettres;Masculin;28
2021/2022;17;Tataouine;3ème année secondaire Mathématiques;Masculin;11
2021/2022;17;Tataouine;3ème année secondaire Sc. Expérimentales;Masculin;53
2021/2022;17;Tataouine;3ème année secondaire Sc.Techniques;Masculin;109
2021/2022;17;Tataouine;3ème année secondaire Sc.Informatique;Masculin;39
2021/2022;17;Tataouine;3ème année secondaire Economie et Gestion;Masculin;127
2021/2022;17;Tataouine;3ème année secondaire Sport ;Masculin;0
2021/2022;17;Tataouine;4ème année secondaire Lettres;Masculin;48
2021/2022;17;Tataouine;4ème année secondaire Mathématiques;Masculin;18
2021/2022;17;Tataouine;4ème année secondaire Sc. Expérimentales;Masculin;67
2021/2022;17;Tataouine;4ème année secondaire Sc.Techniques;Masculin;144
2021/2022;17;Tataouine;4ème année secondaire Sc.Informatique;Masculin;38
2021/2022;17;Tataouine;4ème année secondaire Economie et Gestion;Masculin;71
2021/2022;17;Tataouine;4ème année secondaire Sport ;Masculin;0
2021/2022;18;Médenine;7ème année de base;Masculin;5537
2021/2022;18;Médenine;8ème année de base;Masculin;3487
2021/2022;18;Médenine;9ème année de base;Masculin;2830
2021/2022;18;Médenine;1ère année secondaire Tronc commun;Masculin;2312
2021/2022;18;Médenine;1ère année secondaire Sport;Masculin;40
2021/2022;18;Médenine;2ème année secondaire Lettres;Masculin;99
2021/2022;18;Médenine;2ème année secondaire Sciences;Masculin;617
2021/2022;18;Médenine;2ème année secondaire Technologie informatique;Masculin;518
2021/2022;18;Médenine;2ème année secondaire Economie et services;Masculin;390
2021/2022;18;Médenine;2ème année secondaire Sport;Masculin;30
2021/2022;18;Médenine;3ème année secondaire Lettres;Masculin;103
2021/2022;18;Médenine;3ème année secondaire Mathématiques;Masculin;130
2021/2022;18;Médenine;3ème année secondaire Sc. Expérimentales;Masculin;178
2021/2022;18;Médenine;3ème année secondaire Sc.Techniques;Masculin;292
2021/2022;18;Médenine;3ème année secondaire Sc.Informatique;Masculin;259
2021/2022;18;Médenine;3ème année secondaire Economie et Gestion;Masculin;467
2021/2022;18;Médenine;3ème année secondaire Sport ;Masculin;16
2021/2022;18;Médenine;4ème année secondaire Lettres;Masculin;106
2021/2022;18;Médenine;4ème année secondaire Mathématiques;Masculin;124
2021/2022;18;Médenine;4ème année secondaire Sc. Expérimentales;Masculin;215
2021/2022;18;Médenine;4ème année secondaire Sc.Techniques;Masculin;301
2021/2022;18;Médenine;4ème année secondaire Sc.Informatique;Masculin;187
2021/2022;18;Médenine;4ème année secondaire Economie et Gestion;Masculin;292
2021/2022;18;Médenine;4ème année secondaire Sport ;Masculin;21
2021/2022;19;Gabès;7ème année de base;Masculin;3931
2021/2022;19;Gabès;8ème année de base;Masculin;2674
2021/2022;19;Gabès;9ème année de base;Masculin;2079
2021/2022;19;Gabès;1ère année secondaire Tronc commun;Masculin;2063
2021/2022;19;Gabès;1ère année secondaire Sport;Masculin;41
2021/2022;19;Gabès;2ème année secondaire Lettres;Masculin;80
2021/2022;19;Gabès;2ème année secondaire Sciences;Masculin;514
2021/2022;19;Gabès;2ème année secondaire Technologie informatique;Masculin;250
2021/2022;19;Gabès;2ème année secondaire Economie et services;Masculin;393
2021/2022;19;Gabès;2ème année secondaire Sport;Masculin;33
2021/2022;19;Gabès;3ème année secondaire Lettres;Masculin;81
2021/2022;19;Gabès;3ème année secondaire Mathématiques;Masculin;127
2021/2022;19;Gabès;3ème année secondaire Sc. Expérimentales;Masculin;124
2021/2022;19;Gabès;3ème année secondaire Sc.Techniques;Masculin;327
2021/2022;19;Gabès;3ème année secondaire Sc.Informatique;Masculin;122
2021/2022;19;Gabès;3ème année secondaire Economie et Gestion;Masculin;399
2021/2022;19;Gabès;3ème année secondaire Sport ;Masculin;12
2021/2022;19;Gabès;4ème année secondaire Lettres;Masculin;107
2021/2022;19;Gabès;4ème année secondaire Mathématiques;Masculin;99
2021/2022;19;Gabès;4ème année secondaire Sc. Expérimentales;Masculin;140
2021/2022;19;Gabès;4ème année secondaire Sc.Techniques;Masculin;363
2021/2022;19;Gabès;4ème année secondaire Sc.Informatique;Masculin;105
2021/2022;19;Gabès;4ème année secondaire Economie et Gestion;Masculin;313
2021/2022;19;Gabès;4ème année secondaire Sport ;Masculin;18
2021/2022;20;Sfax 1;7ème année de base;Masculin;5350
2021/2022;20;Sfax 1;8ème année de base;Masculin;3578
2021/2022;20;Sfax 1;9ème année de base;Masculin;2929
2021/2022;20;Sfax 1;1ère année secondaire Tronc commun;Masculin;3055
2021/2022;20;Sfax 1;1ère année secondaire Sport;Masculin;75
2021/2022;20;Sfax 1;2ème année secondaire Lettres;Masculin;90
2021/2022;20;Sfax 1;2ème année secondaire Sciences;Masculin;1116
2021/2022;20;Sfax 1;2ème année secondaire Technologie informatique;Masculin;289
2021/2022;20;Sfax 1;2ème année secondaire Economie et services;Masculin;652
2021/2022;20;Sfax 1;2ème année secondaire Sport;Masculin;52
2021/2022;20;Sfax 1;3ème année secondaire Lettres;Masculin;104
2021/2022;20;Sfax 1;3ème année secondaire Mathématiques;Masculin;342
2021/2022;20;Sfax 1;3ème année secondaire Sc. Expérimentales;Masculin;253
2021/2022;20;Sfax 1;3ème année secondaire Sc.Techniques;Masculin;519
2021/2022;20;Sfax 1;3ème année secondaire Sc.Informatique;Masculin;132
2021/2022;20;Sfax 1;3ème année secondaire Economie et Gestion;Masculin;617
2021/2022;20;Sfax 1;3ème année secondaire Sport ;Masculin;63
2021/2022;20;Sfax 1;4ème année secondaire Lettres;Masculin;111
2021/2022;20;Sfax 1;4ème année secondaire Mathématiques;Masculin;317
2021/2022;20;Sfax 1;4ème année secondaire Sc. Expérimentales;Masculin;247
2021/2022;20;Sfax 1;4ème année secondaire Sc.Techniques;Masculin;506
2021/2022;20;Sfax 1;4ème année secondaire Sc.Informatique;Masculin;93
2021/2022;20;Sfax 1;4ème année secondaire Economie et Gestion;Masculin;574
2021/2022;20;Sfax 1;4ème année secondaire Sport ;Masculin;62
2021/2022;21;Sfax 2;7ème année de base;Masculin;5180
2021/2022;21;Sfax 2;8ème année de base;Masculin;3451
2021/2022;21;Sfax 2;9ème année de base;Masculin;2624
2021/2022;21;Sfax 2;1ère année secondaire Tronc commun;Masculin;2194
2021/2022;21;Sfax 2;1ère année secondaire Sport;Masculin;0
2021/2022;21;Sfax 2;2ème année secondaire Lettres;Masculin;112
2021/2022;21;Sfax 2;2ème année secondaire Sciences;Masculin;832
2021/2022;21;Sfax 2;2ème année secondaire Technologie informatique;Masculin;175
2021/2022;21;Sfax 2;2ème année secondaire Economie et services;Masculin;527
2021/2022;21;Sfax 2;2ème année secondaire Sport;Masculin;0
2021/2022;21;Sfax 2;3ème année secondaire Lettres;Masculin;73
2021/2022;21;Sfax 2;3ème année secondaire Mathématiques;Masculin;187
2021/2022;21;Sfax 2;3ème année secondaire Sc. Expérimentales;Masculin;141
2021/2022;21;Sfax 2;3ème année secondaire Sc.Techniques;Masculin;338
2021/2022;21;Sfax 2;3ème année secondaire Sc.Informatique;Masculin;33
2021/2022;21;Sfax 2;3ème année secondaire Economie et Gestion;Masculin;483
2021/2022;21;Sfax 2;3ème année secondaire Sport ;Masculin;0
2021/2022;21;Sfax 2;4ème année secondaire Lettres;Masculin;92
2021/2022;21;Sfax 2;4ème année secondaire Mathématiques;Masculin;179
2021/2022;21;Sfax 2;4ème année secondaire Sc. Expérimentales;Masculin;169
2021/2022;21;Sfax 2;4ème année secondaire Sc.Techniques;Masculin;295
2021/2022;21;Sfax 2;4ème année secondaire Sc.Informatique;Masculin;40
2021/2022;21;Sfax 2;4ème année secondaire Economie et Gestion;Masculin;388
2021/2022;21;Sfax 2;4ème année secondaire Sport ;Masculin;0
2021/2022;22;Mahdia;7ème année de base;Masculin;4713
2021/2022;22;Mahdia;8ème année de base;Masculin;2962
2021/2022;22;Mahdia;9ème année de base;Masculin;2082
2021/2022;22;Mahdia;1ère année secondaire Tronc commun;Masculin;2054
2021/2022;22;Mahdia;1ère année secondaire Sport;Masculin;39
2021/2022;22;Mahdia;2ème année secondaire Lettres;Masculin;107
2021/2022;22;Mahdia;2ème année secondaire Sciences;Masculin;552
2021/2022;22;Mahdia;2ème année secondaire Technologie informatique;Masculin;204
2021/2022;22;Mahdia;2ème année secondaire Economie et services;Masculin;394
2021/2022;22;Mahdia;2ème année secondaire Sport;Masculin;23
2021/2022;22;Mahdia;3ème année secondaire Lettres;Masculin;97
2021/2022;22;Mahdia;3ème année secondaire Mathématiques;Masculin;79
2021/2022;22;Mahdia;3ème année secondaire Sc. Expérimentales;Masculin;108
2021/2022;22;Mahdia;3ème année secondaire Sc.Techniques;Masculin;326
2021/2022;22;Mahdia;3ème année secondaire Sc.Informatique;Masculin;87
2021/2022;22;Mahdia;3ème année secondaire Economie et Gestion;Masculin;351
2021/2022;22;Mahdia;3ème année secondaire Sport ;Masculin;45
2021/2022;22;Mahdia;4ème année secondaire Lettres;Masculin;136
